0	0.243596	17.03
1	0.165446	16.1043
2	0.145217	15.9094
3	0.137903	15.7139
4	0.133129	15.4604
5	0.128837	15.1692
6	0.124666	14.8575
7	0.120579	14.5358
8	0.116606	14.2115
9	0.112787	13.891
10	0.109156	13.5807
11	0.10574	13.2867
12	0.102552	13.0127
13	0.0995999	12.7596
14	0.096878	12.5235
15	0.0943758	12.3044
16	0.0920775	12.1026
17	0.0899647	11.9184
18	0.0880175	11.7536
19	0.0862166	11.605
20	0.0845434	11.4685
21	0.082981	11.3428
22	0.0815142	11.2268
23	0.0801299	11.1192
24	0.0788166	11.0186
25	0.0775645	10.9239
26	0.0763653	10.834
27	0.0752121	10.7483
28	0.0740992	10.6659
29	0.0730217	10.5865
30	0.0719756	10.5096
31	0.0709578	10.4347
32	0.0699654	10.3617
33	0.0689964	10.2904
34	0.0680489	10.2206
35	0.0671215	10.1523
36	0.066213	10.0853
37	0.0653224	10.0198
38	0.064449	9.95597
39	0.0635922	9.89362
40	0.0627514	9.83257
41	0.0619263	9.77263
42	0.0611165	9.71368
43	0.0603217	9.65558
44	0.0595417	9.59821
45	0.0587763	9.5415
46	0.0580253	9.48537
47	0.0572885	9.42984
48	0.0565658	9.37485
49	0.0558569	9.32041
50	0.0551619	9.26653
51	0.0544803	9.21321
52	0.0538123	9.16045
53	0.0531574	9.10826
54	0.0525157	9.05663
55	0.0518867	9.00556
56	0.0512705	8.95502
57	0.0506668	8.90501
58	0.0500753	8.8555
59	0.0494959	8.80648
60	0.0489284	8.75792
61	0.0483725	8.70984
62	0.0478279	8.6622
63	0.0472946	8.61501
64	0.0467722	8.56826
65	0.0462604	8.52194
66	0.0457592	8.47606
67	0.0452682	8.43061
68	0.0447872	8.3856
69	0.044316	8.34103
70	0.0438543	8.29688
71	0.043402	8.25318
72	0.0429588	8.20991
73	0.0425244	8.16708
74	0.0420988	8.12468
75	0.0416816	8.08273
76	0.0412727	8.04122
77	0.0408719	8.00015
78	0.0404789	7.95952
79	0.0400937	7.91932
80	0.0397159	7.87955
81	0.0393456	7.8402
82	0.0389824	7.80129
83	0.0386262	7.76278
84	0.0382769	7.72469
85	0.0379342	7.68701
86	0.0375982	7.64975
87	0.0372685	7.61291
88	0.0369451	7.57649
89	0.0366279	7.5405
90	0.0363166	7.50494
91	0.0360113	7.46983
92	0.0357117	7.43515
93	0.0354178	7.40093
94	0.0351294	7.36716
95	0.0348464	7.33385
96	0.0345687	7.301
97	0.0342962	7.26864
98	0.0340287	7.23675
99	0.0337663	7.20536
100	0.0335086	7.17459
101	0.0332558	7.14461
102	0.0330076	7.11518
103	0.0327639	7.08625
104	0.0325246	7.05781
105	0.0322897	7.02987
106	0.032059	7.0024
107	0.0318325	6.97542
108	0.03161	6.9489
109	0.0313914	6.92285
110	0.0311766	6.89725
111	0.0309655	6.8721
112	0.0307581	6.84738
113	0.0305542	6.82312
114	0.0303538	6.79928
115	0.0301567	6.77588
116	0.0299629	6.7529
117	0.0297723	6.73036
118	0.0295848	6.70825
119	0.0294002	6.68658
120	0.0292187	6.66534
121	0.0290399	6.64455
122	0.0288639	6.62419
123	0.0286907	6.60426
124	0.02852	6.58473
125	0.0283519	6.56557
126	0.0281863	6.54676
127	0.0280232	6.52829
128	0.0278624	6.51012
129	0.0277039	6.49225
130	0.0275477	6.47465
131	0.0273936	6.45733
132	0.0272418	6.44025
133	0.027092	6.42343
134	0.0269442	6.40683
135	0.0267985	6.39047
136	0.0266547	6.37431
137	0.0265128	6.35837
138	0.0263728	6.34263
139	0.0262347	6.32708
140	0.0260983	6.31173
141	0.0259637	6.29656
142	0.0258309	6.28157
143	0.0256997	6.26675
144	0.0255702	6.2521
145	0.0254424	6.23762
146	0.0253162	6.2233
147	0.0251915	6.20913
148	0.0250684	6.19512
149	0.0249469	6.18126
150	0.0248269	6.16754
151	0.0247083	6.15398
152	0.0245913	6.14056
153	0.0244757	6.12727
154	0.0243615	6.11413
155	0.0242487	6.10113
156	0.0241373	6.08827
157	0.0240273	6.07554
158	0.0239186	6.06296
159	0.0238113	6.05051
160	0.0237053	6.03821
161	0.0236006	6.02605
162	0.0234971	6.01404
163	0.023395	6.00217
164	0.0232941	5.99044
165	0.0231944	5.97886
166	0.0230959	5.9674
167	0.0229987	5.95609
168	0.0229026	5.94491
169	0.0228077	5.93386
170	0.022714	5.92293
171	0.0226214	5.91213
