0.7	0	0
10	0.155917	0.150909
20	0.133773	0.131371
30	0.121464	0.120919
40	0.112008	0.112503
50	0.103986	0.104892
60	0.0970351	0.098185
70	0.0909349	0.0923308
80	0.0853838	0.0870181
90	0.0799972	0.0818783
100	0.0745296	0.0766222
110	0.0690619	0.0711636
120	0.0637989	0.0656337
130	0.058795	0.0601554
140	0.0539703	0.0548324
150	0.0493513	0.0499922
160	0.0451214	0.0458529
170	0.041366	0.0422932
180	0.0380898	0.039181
190	0.0352742	0.0364476
200	0.0328805	0.0340647
210	0.0308511	0.0320071
220	0.0291209	0.0302355
230	0.0276287	0.0287021
240	0.0263236	0.0273604
250	0.0251654	0.02617
260	0.0241244	0.025098
270	0.0231787	0.0241188
280	0.022313	0.0232131
290	0.0215157	0.0223675
300	0.0207784	0.0215726
310	0.0200945	0.0208228
320	0.0194592	0.0201149
330	0.0188689	0.0194472
340	0.0183205	0.018819
350	0.0178118	0.0182298
360	0.0173405	0.0176795
370	0.0169043	0.0171673
380	0.016501	0.0166921
390	0.0161284	0.0162527
400	0.015784	0.0158473
410	0.0154657	0.0154738
420	0.0151713	0.0151304
430	0.0148986	0.0148146
440	0.0146457	0.0145245
450	0.0144108	0.0142578
460	0.0141922	0.0140125
470	0.0139884	0.0137868
480	0.013798	0.0135787
490	0.0136197	0.0133866
500	0.0134525	0.0132091
510	0.0132952	0.0130446
520	0.0131471	0.0128919
530	0.0130073	0.0127499
540	0.012875	0.0126175
550	0.0127497	0.0124939
560	0.0126307	0.0123781
570	0.0125175	0.0122694
580	0.0124097	0.0121672
590	0.0123067	0.0120708
600	0.0122084	0.0119798
610	0.0121142	0.0118936
620	0.012024	0.0118118
630	0.0119374	0.0117341
640	0.0118541	0.0116601
650	0.0117741	0.0115895
660	0.0116969	0.011522
670	0.0116225	0.0114574
680	0.0115507	0.0113955
690	0.0114814	0.0113361
700	0.0114143	0.0112789
710	0.0113494	0.0112239
720	0.0112865	0.0111709
730	0.0112255	0.0111198
740	0.0111663	0.0110704
750	0.0111088	0.0110227
760	0.011053	0.0109765
770	0.0109987	0.0109318
780	0.0109458	0.0108885
790	0.0108943	0.0108465
800	0.0108442	0.0108057
810	0.0107953	0.0107661
820	0.0107476	0.0107277
830	0.0107011	0.0106903
