0.02	0	0
10	0.256086	0.248964
20	0.24804	0.241485
30	0.240658	0.234652
40	0.233898	0.22842
50	0.227711	0.222739
60	0.222048	0.217559
70	0.216859	0.212832
80	0.212098	0.208512
90	0.207721	0.204556
100	0.203687	0.200924
110	0.199962	0.197582
120	0.196512	0.1945
130	0.19331	0.191649
140	0.190331	0.189007
150	0.187554	0.186552
160	0.184958	0.184266
170	0.182529	0.182133
180	0.18025	0.180139
190	0.178109	0.178273
200	0.176096	0.176523
210	0.174199	0.17488
220	0.172411	0.173336
230	0.170724	0.171883
240	0.169129	0.170514
250	0.167622	0.169223
260	0.166196	0.168005
270	0.164846	0.166854
280	0.163567	0.165767
290	0.162354	0.164738
300	0.161204	0.163763
310	0.160111	0.16284
320	0.159073	0.161963
330	0.158086	0.16113
340	0.157146	0.160337
350	0.156251	0.159582
360	0.155396	0.158861
370	0.15458	0.158172
380	0.1538	0.157513
390	0.153052	0.15688
400	0.152335	0.156271
410	0.151645	0.155685
420	0.150982	0.155119
430	0.150342	0.154571
440	0.149723	0.154039
450	0.149124	0.153522
460	0.148543	0.153018
470	0.147978	0.152525
480	0.147427	0.152041
490	0.146889	0.151567
500	0.146363	0.151099
510	0.145847	0.150638
520	0.14534	0.150181
530	0.14484	0.149729
540	0.144347	0.14928
550	0.14386	0.148832
560	0.143377	0.148387
570	0.142899	0.147942
580	0.142423	0.147496
590	0.14195	0.147051
600	0.141478	0.146604
610	0.141007	0.146155
620	0.140536	0.145704
630	0.140066	0.145251
640	0.139594	0.144795
650	0.139122	0.144335
660	0.138648	0.143872
670	0.138172	0.143405
680	0.137694	0.142933
690	0.137213	0.142458
700	0.13673	0.141978
710	0.136243	0.141493
720	0.135754	0.141003
730	0.13526	0.140509
740	0.134764	0.140009
750	0.134263	0.139504
760	0.133759	0.138994
770	0.13325	0.138478
780	0.132738	0.137958
790	0.132221	0.137432
800	0.1317	0.1369
810	0.131175	0.136364
820	0.130646	0.135822
830	0.130112	0.135275
840	0.129574	0.134722
850	0.129032	0.134165
860	0.128486	0.133602
870	0.127935	0.133034
880	0.12738	0.132461
890	0.126821	0.131883
900	0.126258	0.1313
910	0.125692	0.130713
920	0.125121	0.130121
930	0.124546	0.129524
940	0.123968	0.128923
950	0.123386	0.128317
960	0.122801	0.127708
970	0.122212	0.127094
980	0.12162	0.126476
990	0.121025	0.125854
1000	0.120427	0.125229
1010	0.119826	0.1246
1020	0.119223	0.123968
1030	0.118616	0.123333
1040	0.118008	0.122694
1050	0.117397	0.122052
1060	0.116784	0.121408
1070	0.116169	0.120761
1080	0.115552	0.120112
1090	0.114933	0.11946
1100	0.114313	0.118806
1110	0.113692	0.118151
1120	0.113069	0.117493
1130	0.112446	0.116834
1140	0.111822	0.116173
1150	0.111196	0.115511
1160	0.110571	0.114849
1170	0.109945	0.114185
1180	0.109319	0.11352
1190	0.108693	0.112855
1200	0.108067	0.11219
1210	0.107441	0.111524
1220	0.106816	0.110858
1230	0.106191	0.110193
1240	0.105567	0.109528
1250	0.104944	0.108863
1260	0.104322	0.108199
1270	0.103702	0.107536
1280	0.103082	0.106873
1290	0.102465	0.106212
1300	0.101848	0.105552
1310	0.101234	0.104894
1320	0.100621	0.104237
1330	0.100011	0.103582
1340	0.0994023	0.102929
1350	0.0987961	0.102277
1360	0.0981922	0.101628
1370	0.0975909	0.100982
1380	0.096992	0.100337
1390	0.0963958	0.0996954
1400	0.0958024	0.0990563
1410	0.0952119	0.09842
1420	0.0946242	0.0977866
1430	0.0940396	0.0971562
1440	0.0934581	0.0965289
1450	0.0928798	0.0959049
1460	0.0923047	0.0952842
1470	0.091733	0.0946668
1480	0.0911646	0.094053
1490	0.0905997	0.0934428
1500	0.0900382	0.0928363
1510	0.0894804	0.0922335
1520	0.0889261	0.0916346
1530	0.0883755	0.0910395
1540	0.0878286	0.0904484
1550	0.0872855	0.0898614
