1	0.256455	0.258888	0.43787	0.400463
2	0.25372	0.255244	0.461538	0.425926
3	0.251324	0.252001	0.455621	0.453704
4	0.249227	0.249117	0.461538	0.476852
5	0.247392	0.246551	0.508876	0.520833
6	0.245786	0.244267	0.538462	0.546296
7	0.24438	0.242232	0.633136	0.636574
8	0.243148	0.240416	0.627219	0.666667
9	0.242066	0.238794	0.633136	0.673611
10	0.241116	0.237342	0.633136	0.675926
11	0.24028	0.236041	0.627219	0.673611
12	0.239543	0.234873	0.627219	0.673611
13	0.238892	0.233822	0.621302	0.671296
14	0.238315	0.232874	0.621302	0.671296
15	0.237804	0.232018	0.621302	0.671296
16	0.237348	0.231244	0.621302	0.671296
17	0.236942	0.230542	0.621302	0.671296
18	0.236579	0.229904	0.621302	0.671296
19	0.236253	0.229323	0.621302	0.671296
20	0.23596	0.228793	0.621302	0.671296
21	0.235695	0.228309	0.621302	0.671296
22	0.235455	0.227865	0.621302	0.671296
23	0.235237	0.227458	0.621302	0.671296
24	0.235038	0.227084	0.621302	0.671296
25	0.234856	0.226739	0.621302	0.671296
26	0.234688	0.226421	0.621302	0.671296
27	0.234533	0.226127	0.621302	0.671296
28	0.234389	0.225855	0.621302	0.671296
29	0.234256	0.225602	0.621302	0.671296
30	0.23413	0.225368	0.621302	0.671296
31	0.234013	0.225149	0.621302	0.671296
32	0.233902	0.224945	0.621302	0.671296
33	0.233797	0.224754	0.621302	0.671296
34	0.233697	0.224576	0.621302	0.671296
35	0.233602	0.224409	0.621302	0.671296
36	0.23351	0.224252	0.621302	0.671296
37	0.233422	0.224104	0.621302	0.671296
38	0.233337	0.223966	0.621302	0.671296
39	0.233255	0.223834	0.621302	0.671296
40	0.233175	0.22371	0.621302	0.671296
41	0.233097	0.223593	0.621302	0.671296
42	0.233021	0.223482	0.621302	0.671296
43	0.232946	0.223376	0.621302	0.671296
44	0.232873	0.223276	0.621302	0.671296
45	0.2328	0.22318	0.621302	0.671296
46	0.232729	0.223089	0.621302	0.671296
47	0.232658	0.223002	0.621302	0.671296
48	0.232589	0.222919	0.621302	0.671296
49	0.232519	0.222839	0.621302	0.671296
50	0.23245	0.222762	0.621302	0.671296
51	0.232382	0.222688	0.621302	0.671296
52	0.232313	0.222618	0.621302	0.671296
53	0.232245	0.222549	0.621302	0.671296
54	0.232177	0.222483	0.621302	0.671296
55	0.232109	0.222419	0.621302	0.671296
56	0.232041	0.222358	0.621302	0.671296
57	0.231973	0.222298	0.621302	0.671296
58	0.231905	0.222239	0.621302	0.671296
59	0.231836	0.222183	0.621302	0.671296
60	0.231767	0.222128	0.621302	0.671296
61	0.231698	0.222074	0.621302	0.671296
62	0.231629	0.222021	0.621302	0.671296
63	0.23156	0.22197	0.621302	0.671296
64	0.23149	0.22192	0.621302	0.671296
65	0.231419	0.22187	0.621302	0.671296
66	0.231349	0.221822	0.621302	0.671296
67	0.231277	0.221774	0.621302	0.671296
68	0.231206	0.221727	0.621302	0.671296
69	0.231133	0.22168	0.621302	0.671296
70	0.231061	0.221634	0.621302	0.671296
71	0.230987	0.221589	0.621302	0.671296
72	0.230913	0.221544	0.621302	0.671296
73	0.230839	0.2215	0.621302	0.671296
74	0.230764	0.221456	0.621302	0.671296
75	0.230688	0.221412	0.621302	0.671296
76	0.230611	0.221368	0.621302	0.671296
77	0.230534	0.221325	0.621302	0.671296
78	0.230456	0.221282	0.621302	0.671296
79	0.230377	0.221238	0.621302	0.671296
80	0.230297	0.221195	0.621302	0.671296
81	0.230217	0.221152	0.621302	0.671296
82	0.230136	0.221109	0.621302	0.671296
83	0.230054	0.221066	0.621302	0.671296
84	0.229971	0.221023	0.621302	0.671296
85	0.229887	0.220979	0.621302	0.671296
86	0.229802	0.220936	0.621302	0.671296
87	0.229717	0.220892	0.621302	0.671296
88	0.22963	0.220848	0.621302	0.671296
89	0.229542	0.220804	0.621302	0.671296
90	0.229454	0.22076	0.621302	0.671296
91	0.229364	0.220715	0.621302	0.671296
92	0.229273	0.22067	0.621302	0.671296
93	0.229181	0.220625	0.621302	0.671296
94	0.229088	0.220579	0.621302	0.671296
95	0.228994	0.220533	0.621302	0.671296
96	0.228899	0.220486	0.621302	0.671296
97	0.228802	0.220439	0.621302	0.671296
98	0.228704	0.220392	0.621302	0.671296
99	0.228605	0.220344	0.621302	0.671296
100	0.228505	0.220295	0.621302	0.671296
101	0.228404	0.220246	0.621302	0.671296
102	0.228301	0.220197	0.621302	0.671296
103	0.228196	0.220147	0.621302	0.671296
104	0.228091	0.220096	0.621302	0.671296
105	0.227984	0.220044	0.621302	0.671296
106	0.227875	0.219992	0.621302	0.671296
107	0.227765	0.21994	0.621302	0.671296
108	0.227654	0.219886	0.621302	0.671296
109	0.227541	0.219832	0.621302	0.671296
110	0.227426	0.219778	0.621302	0.671296
111	0.22731	0.219722	0.621302	0.671296
112	0.227192	0.219666	0.621302	0.671296
113	0.227073	0.219609	0.621302	0.671296
114	0.226952	0.219551	0.621302	0.671296
115	0.226829	0.219492	0.621302	0.671296
116	0.226704	0.219433	0.621302	0.671296
117	0.226578	0.219372	0.621302	0.671296
118	0.22645	0.219311	0.621302	0.671296
119	0.22632	0.219249	0.621302	0.671296
120	0.226188	0.219186	0.621302	0.671296
121	0.226054	0.219122	0.621302	0.671296
122	0.225918	0.219057	0.621302	0.671296
123	0.225781	0.218991	0.621302	0.671296
124	0.225641	0.218924	0.621302	0.671296
125	0.225499	0.218856	0.621302	0.671296
126	0.225355	0.218786	0.621302	0.671296
127	0.225209	0.218716	0.621302	0.671296
128	0.225061	0.218645	0.621302	0.671296
129	0.224911	0.218573	0.621302	0.671296
130	0.224759	0.218499	0.621302	0.671296
131	0.224604	0.218425	0.621302	0.671296
132	0.224447	0.218349	0.621302	0.671296
133	0.224287	0.218272	0.621302	0.671296
134	0.224126	0.218194	0.621302	0.671296
135	0.223962	0.218114	0.621302	0.671296
136	0.223795	0.218033	0.627219	0.673611
137	0.223626	0.217951	0.627219	0.673611
138	0.223454	0.217868	0.627219	0.673611
139	0.22328	0.217784	0.627219	0.673611
140	0.223104	0.217698	0.627219	0.671296
141	0.222925	0.21761	0.627219	0.671296
142	0.222743	0.217521	0.627219	0.671296
143	0.222558	0.217431	0.633136	0.673611
144	0.222371	0.217339	0.633136	0.673611
145	0.22218	0.217246	0.633136	0.675926
146	0.221987	0.217152	0.633136	0.675926
147	0.221792	0.217055	0.633136	0.675926
148	0.221593	0.216958	0.633136	0.673611
149	0.221391	0.216858	0.633136	0.673611
150	0.221187	0.216758	0.633136	0.673611
151	0.220979	0.216655	0.633136	0.673611
152	0.220768	0.216551	0.633136	0.671296
153	0.220555	0.216445	0.633136	0.671296
154	0.220338	0.216337	0.633136	0.671296
155	0.220118	0.216228	0.633136	0.671296
156	0.219894	0.216116	0.627219	0.668981
157	0.219668	0.216003	0.633136	0.673611
158	0.219438	0.215888	0.633136	0.673611
159	0.219205	0.215772	0.633136	0.673611
160	0.218968	0.215653	0.639053	0.675926
161	0.218728	0.215532	0.639053	0.673611
162	0.218485	0.215409	0.639053	0.673611
163	0.218238	0.215285	0.639053	0.673611
164	0.217987	0.215158	0.639053	0.673611
165	0.217733	0.215029	0.639053	0.673611
166	0.217476	0.214898	0.64497	0.675926
167	0.217214	0.214764	0.650888	0.678241
168	0.216949	0.214629	0.650888	0.673611
169	0.21668	0.214491	0.656805	0.675926
170	0.216407	0.214351	0.662722	0.678241
171	0.21613	0.214208	0.662722	0.680556
172	0.215849	0.214063	0.662722	0.680556
173	0.215564	0.213916	0.656805	0.675926
174	0.215275	0.213766	0.656805	0.675926
175	0.214982	0.213613	0.656805	0.673611
176	0.214685	0.213458	0.656805	0.671296
177	0.214383	0.2133	0.656805	0.671296
178	0.214077	0.213139	0.656805	0.671296
179	0.213767	0.212976	0.656805	0.671296
180	0.213452	0.212809	0.656805	0.671296
181	0.213133	0.212639	0.662722	0.673611
182	0.212809	0.212467	0.668639	0.673611
183	0.21248	0.212291	0.674556	0.673611
184	0.212147	0.212112	0.680473	0.675926
185	0.211809	0.21193	0.680473	0.675926
186	0.211465	0.211745	0.680473	0.678241
187	0.211117	0.211556	0.686391	0.675926
188	0.210763	0.211363	0.692308	0.680556
189	0.210405	0.211167	0.692308	0.680556
190	0.210041	0.210967	0.692308	0.68287
191	0.209671	0.210763	0.698225	0.68287
192	0.209296	0.210556	0.704142	0.68287
193	0.208916	0.210344	0.704142	0.680556
194	0.20853	0.210128	0.710059	0.680556
195	0.208137	0.209908	0.710059	0.680556
196	0.207739	0.209684	0.710059	0.680556
197	0.207335	0.209455	0.715976	0.685185
198	0.206924	0.209222	0.715976	0.68287
199	0.206508	0.208984	0.715976	0.68287
200	0.206084	0.208741	0.715976	0.685185
201	0.205654	0.208493	0.715976	0.685185
202	0.205217	0.20824	0.715976	0.685185
203	0.204774	0.207981	0.721893	0.6875
204	0.204323	0.207718	0.727811	0.69213
205	0.203865	0.207448	0.727811	0.689815
206	0.2034	0.207173	0.727811	0.689815
207	0.202927	0.206892	0.727811	0.689815
208	0.202446	0.206605	0.727811	0.689815
209	0.201958	0.206312	0.727811	0.689815
210	0.201461	0.206013	0.727811	0.6875
211	0.200957	0.205706	0.727811	0.6875
212	0.200444	0.205394	0.727811	0.689815
213	0.199922	0.205074	0.727811	0.69213
214	0.199392	0.204747	0.727811	0.69213
215	0.198852	0.204413	0.727811	0.69213
216	0.198304	0.204071	0.727811	0.69213
217	0.197746	0.203722	0.727811	0.69213
218	0.197178	0.203364	0.727811	0.69213
219	0.196601	0.202999	0.733728	0.701389
220	0.196014	0.202625	0.733728	0.701389
221	0.195416	0.202242	0.733728	0.703704
222	0.194808	0.201851	0.733728	0.703704
223	0.19419	0.20145	0.721893	0.699074
224	0.19356	0.201041	0.727811	0.699074
225	0.19292	0.200621	0.733728	0.701389
226	0.192268	0.200192	0.739645	0.708333
227	0.191605	0.199753	0.745562	0.712963
228	0.19093	0.199304	0.739645	0.706019
229	0.190243	0.198844	0.745562	0.708333
230	0.189544	0.198373	0.757396	0.719907
231	0.188832	0.197891	0.757396	0.717593
232	0.188108	0.197397	0.763314	0.715278
233	0.187371	0.196892	0.763314	0.717593
234	0.186621	0.196375	0.769231	0.719907
235	0.185857	0.195845	0.775148	0.722222
236	0.18508	0.195303	0.775148	0.724537
237	0.18429	0.194748	0.775148	0.722222
238	0.183485	0.19418	0.775148	0.722222
239	0.182666	0.193598	0.775148	0.722222
240	0.181833	0.193003	0.781065	0.724537
241	0.180985	0.192393	0.786982	0.729167
242	0.180123	0.191769	0.781065	0.729167
243	0.179246	0.19113	0.786982	0.731481
244	0.178353	0.190476	0.786982	0.733796
245	0.177446	0.189807	0.781065	0.733796
246	0.176523	0.189122	0.786982	0.736111
247	0.175584	0.18842	0.781065	0.733796
248	0.17463	0.187703	0.781065	0.733796
249	0.173659	0.186968	0.792899	0.743056
250	0.172673	0.186217	0.792899	0.74537
251	0.171671	0.185448	0.792899	0.747685
252	0.170652	0.184662	0.792899	0.747685
253	0.169618	0.183857	0.798817	0.75
254	0.168567	0.183035	0.792899	0.747685
255	0.167499	0.182193	0.792899	0.74537
256	0.166416	0.181333	0.798817	0.747685
257	0.165316	0.180454	0.810651	0.75463
258	0.164199	0.179555	0.804734	0.756944
259	0.163067	0.178637	0.804734	0.756944
260	0.161918	0.177699	0.810651	0.759259
261	0.160752	0.176741	0.810651	0.761574
262	0.159571	0.175764	0.816568	0.761574
263	0.158374	0.174766	0.828402	0.770833
264	0.157162	0.173747	0.828402	0.773148
265	0.155934	0.172709	0.828402	0.773148
266	0.154691	0.17165	0.822485	0.770833
267	0.153433	0.170571	0.828402	0.775463
268	0.15216	0.169472	0.83432	0.780093
269	0.150874	0.168353	0.83432	0.782407
270	0.149574	0.167214	0.846154	0.787037
271	0.148261	0.166055	0.852071	0.789352
272	0.146935	0.164878	0.852071	0.789352
273	0.145598	0.163681	0.852071	0.789352
274	0.144249	0.162466	0.857988	0.791667
275	0.142889	0.161232	0.857988	0.798611
276	0.141519	0.159981	0.857988	0.805556
277	0.14014	0.158713	0.857988	0.80787
278	0.138752	0.157428	0.857988	0.810185
279	0.137357	0.156127	0.863905	0.81713
280	0.135954	0.15481	0.869823	0.819444
281	0.134545	0.153479	0.87574	0.821759
282	0.13313	0.152133	0.87574	0.821759
283	0.131711	0.150774	0.881657	0.826389
284	0.130288	0.149403	0.911243	0.837963
285	0.128862	0.148019	0.91716	0.840278
286	0.127434	0.146623	0.91716	0.840278
287	0.126004	0.145217	0.91716	0.856481
288	0.124573	0.143801	0.923077	0.861111
289	0.123143	0.142376	0.923077	0.861111
290	0.121713	0.140942	0.923077	0.861111
291	0.120285	0.1395	0.928994	0.865741
292	0.118859	0.138051	0.928994	0.87037
293	0.117436	0.136596	0.934911	0.877315
294	0.116017	0.135135	0.934911	0.884259
295	0.114602	0.133669	0.934911	0.886574
296	0.113191	0.132199	0.934911	0.886574
297	0.111786	0.130725	0.940828	0.891204
298	0.110386	0.129248	0.940828	0.893519
299	0.108993	0.127769	0.946746	0.900463
300	0.107606	0.126288	0.952663	0.905093
301	0.106226	0.124806	0.952663	0.909722
