0.01	0.001	0.001	0.466667
0.01	0.0007	0.001	0.45119
0.01	0.0003	0.001	0.467857
0.01	9e-05	0.001	0.403571
0.01	0.001	0.0007	0.44881
0.01	0.0007	0.0007	0.482143
0.01	0.0003	0.0007	0.434524
0.01	9e-05	0.0007	0.370238
0.01	0.001	0.0003	0.478571
0.01	0.0007	0.0003	0.394048
0.01	0.0003	0.0003	0.558333
0.01	9e-05	0.0003	0.475
0.01	0.001	9e-05	0.52619
0.01	0.0007	9e-05	0.45
0.01	0.0003	9e-05	0.389286
0.01	9e-05	9e-05	0.519048
0.03	0.001	0.001	0.435714
0.03	0.0007	0.001	0.453571
0.03	0.0003	0.001	0.45
0.03	9e-05	0.001	0.352381
0.03	0.001	0.0007	0.436905
0.03	0.0007	0.0007	0.369048
0.03	0.0003	0.0007	0.45119
0.03	9e-05	0.0007	0.434524
0.03	0.001	0.0003	0.494048
0.03	0.0007	0.0003	0.511905
0.03	0.0003	0.0003	0.460714
0.03	9e-05	0.0003	0.436905
0.03	0.001	9e-05	0.514286
0.03	0.0007	9e-05	0.538095
0.03	0.0003	9e-05	0.558333
0.03	9e-05	9e-05	0.488095
0.1	0.001	0.001	0.458333
0.1	0.0007	0.001	0.508333
0.1	0.0003	0.001	0.620238
0.1	9e-05	0.001	0.722619
0.1	0.001	0.0007	0.760714
0.1	0.0007	0.0007	0.620238
0.1	0.0003	0.0007	0.528571
0.1	9e-05	0.0007	0.727381
0.1	0.001	0.0003	0.784524
0.1	0.0007	0.0003	0.733333
0.1	0.0003	0.0003	0.783333
0.1	9e-05	0.0003	0.725
0.1	0.001	9e-05	0.909524
0.1	0.0007	9e-05	0.777381
0.1	0.0003	9e-05	0.772619
0.1	9e-05	9e-05	0.840476
0.3	0.001	0.001	1
0.3	0.0007	0.001	0.87619
0.3	0.0003	0.001	0.983333
0.3	9e-05	0.001	0.969048
0.3	0.001	0.0007	0.985714
0.3	0.0007	0.0007	0.954762
0.3	0.0003	0.0007	0.721429
0.3	9e-05	0.0007	0.883333
0.3	0.001	0.0003	0.882143
0.3	0.0007	0.0003	0.916667
0.3	0.0003	0.0003	0.984524
0.3	9e-05	0.0003	0.975
0.3	0.001	9e-05	0.852381
0.3	0.0007	9e-05	0.77619
0.3	0.0003	9e-05	0.927381
0.3	9e-05	9e-05	0.85
0.7	0.001	0.001	0.975
0.7	0.0007	0.001	0.975
0.7	0.0003	0.001	0.833333
0.7	9e-05	0.001	0.886905
0.7	0.001	0.0007	0.95
0.7	0.0007	0.0007	0.8
0.7	0.0003	0.0007	0.935714
0.7	9e-05	0.0007	0.920238
0.7	0.001	0.0003	0.925
0.7	0.0007	0.0003	0.933333
0.7	0.0003	0.0003	0.845238
0.7	9e-05	0.0003	0.75119
0.7	0.001	9e-05	0.954762
0.7	0.0007	9e-05	0.961905
0.7	0.0003	9e-05	0.814286
0.7	9e-05	9e-05	0.815476
