0.01	0.001	0.001	0.622604
0.01	0.0007	0.001	0.619328
0.01	0.0003	0.001	0.62326
0.01	9e-05	0.001	0.620639
0.01	0.001	0.0007	0.619984
0.01	0.0007	0.0007	0.621949
0.01	0.0003	0.0007	0.622604
0.01	9e-05	0.0007	0.625225
0.01	0.001	0.0003	0.621294
0.01	0.0007	0.0003	0.617363
0.01	0.0003	0.0003	0.619984
0.01	9e-05	0.0003	0.619328
0.01	0.001	9e-05	0.622604
0.01	0.0007	9e-05	0.619328
0.01	0.0003	9e-05	0.619984
0.01	9e-05	9e-05	0.621949
0.03	0.001	0.001	0.618673
0.03	0.0007	0.001	0.622604
0.03	0.0003	0.001	0.620639
0.03	9e-05	0.001	0.622604
0.03	0.001	0.0007	0.621294
0.03	0.0007	0.0007	0.62326
0.03	0.0003	0.0007	0.62326
0.03	9e-05	0.0007	0.619984
0.03	0.001	0.0003	0.621949
0.03	0.0007	0.0003	0.622604
0.03	0.0003	0.0003	0.621294
0.03	9e-05	0.0003	0.621294
0.03	0.001	9e-05	0.621949
0.03	0.0007	9e-05	0.618018
0.03	0.0003	9e-05	0.619984
0.03	9e-05	9e-05	0.621294
0.1	0.001	0.001	0.621949
0.1	0.0007	0.001	0.619984
0.1	0.0003	0.001	0.623915
0.1	9e-05	0.001	0.620639
0.1	0.001	0.0007	0.620639
0.1	0.0007	0.0007	0.62457
0.1	0.0003	0.0007	0.621949
0.1	9e-05	0.0007	0.618673
0.1	0.001	0.0003	0.852252
0.1	0.0007	0.0003	0.620639
0.1	0.0003	0.0003	0.623915
0.1	9e-05	0.0003	0.621294
0.1	0.001	9e-05	0.747256
0.1	0.0007	9e-05	0.681409
0.1	0.0003	9e-05	0.647502
0.1	9e-05	9e-05	0.694677
0.3	0.001	0.001	0.824242
0.3	0.0007	0.001	0.951351
0.3	0.0003	0.001	0.846192
0.3	9e-05	0.001	0.761343
0.3	0.001	0.0007	0.770352
0.3	0.0007	0.0007	0.675839
0.3	0.0003	0.0007	0.951515
0.3	9e-05	0.0007	0.82932
0.3	0.001	0.0003	0.837674
0.3	0.0007	0.0003	0.620639
0.3	0.0003	0.0003	0.787551
0.3	9e-05	0.0003	0.874038
0.3	0.001	9e-05	0.83407
0.3	0.0007	9e-05	0.872727
0.3	0.0003	9e-05	0.881409
0.3	9e-05	9e-05	0.866667
0.7	0.001	0.001	0.987879
0.7	0.0007	0.001	0.850287
0.7	0.0003	0.001	0.884848
0.7	9e-05	0.001	0.909091
0.7	0.001	0.0007	0.729075
0.7	0.0007	0.0007	0.843079
0.7	0.0003	0.0007	0.786896
0.7	9e-05	0.0007	0.656347
0.7	0.001	0.0003	0.824898
0.7	0.0007	0.0003	0.903685
0.7	0.0003	0.0003	0.821949
0.7	9e-05	0.0003	0.83276
0.7	0.001	9e-05	0.820803
0.7	0.0007	9e-05	0.902703
0.7	0.0003	9e-05	0.796233
0.7	9e-05	9e-05	0.90303
