0.01	0.001	0.001	0.420238
0.01	0.0007	0.001	0.467857
0.01	0.0003	0.001	0.469048
0.01	9e-05	0.001	0.403571
0.01	0.001	0.0007	0.454762
0.01	0.0007	0.0007	0.433333
0.01	0.0003	0.0007	0.422619
0.01	9e-05	0.0007	0.384524
0.01	0.001	0.0003	0.372619
0.01	0.0007	0.0003	0.485714
0.01	0.0003	0.0003	0.4
0.01	9e-05	0.0003	0.403571
0.01	0.001	9e-05	0.447619
0.01	0.0007	9e-05	0.478571
0.01	0.0003	9e-05	0.521429
0.01	9e-05	9e-05	0.507143
0.03	0.001	0.001	0.434524
0.03	0.0007	0.001	0.4
0.03	0.0003	0.001	0.371429
0.03	9e-05	0.001	0.45119
0.03	0.001	0.0007	0.419048
0.03	0.0007	0.0007	0.45
0.03	0.0003	0.0007	0.434524
0.03	9e-05	0.0007	0.517857
0.03	0.001	0.0003	0.436905
0.03	0.0007	0.0003	0.502381
0.03	0.0003	0.0003	0.6
0.03	9e-05	0.0003	0.459524
0.03	0.001	9e-05	0.47381
0.03	0.0007	9e-05	0.569048
0.03	0.0003	9e-05	0.461905
0.03	9e-05	9e-05	0.582143
0.1	0.001	0.001	0.59881
0.1	0.0007	0.001	0.542857
0.1	0.0003	0.001	0.594048
0.1	9e-05	0.001	0.527381
0.1	0.001	0.0007	0.744048
0.1	0.0007	0.0007	0.565476
0.1	0.0003	0.0007	0.747619
0.1	9e-05	0.0007	0.596429
0.1	0.001	0.0003	0.735714
0.1	0.0007	0.0003	0.697619
0.1	0.0003	0.0003	0.659524
0.1	9e-05	0.0003	0.771429
0.1	0.001	9e-05	0.697619
0.1	0.0007	9e-05	0.789286
0.1	0.0003	9e-05	0.771429
0.1	9e-05	9e-05	0.67381
0.3	0.001	0.001	0.983333
0.3	0.0007	0.001	0.983333
0.3	0.0003	0.001	0.966667
0.3	9e-05	0.001	0.991667
0.3	0.001	0.0007	0.991667
0.3	0.0007	0.0007	0.834524
0.3	0.0003	0.0007	0.861905
0.3	9e-05	0.0007	1
0.3	0.001	0.0003	0.95
0.3	0.0007	0.0003	0.941667
0.3	0.0003	0.0003	0.991667
0.3	9e-05	0.0003	0.883333
0.3	0.001	9e-05	0.942857
0.3	0.0007	9e-05	0.917857
0.3	0.0003	9e-05	0.975
0.3	9e-05	9e-05	0.960714
0.7	0.001	0.001	0.858333
0.7	0.0007	0.001	0.85119
0.7	0.0003	0.001	1
0.7	9e-05	0.001	0.853571
0.7	0.001	0.0007	1
0.7	0.0007	0.0007	0.983333
0.7	0.0003	0.0007	0.944048
0.7	9e-05	0.0007	1
0.7	0.001	0.0003	0.975
0.7	0.0007	0.0003	0.966667
0.7	0.0003	0.0003	0.992857
0.7	9e-05	0.0003	0.891667
0.7	0.001	9e-05	0.854762
0.7	0.0007	9e-05	0.895238
0.7	0.0003	9e-05	0.958333
0.7	9e-05	9e-05	0.883333
